temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,year,date,location
20.6,-1.9,22.0,0.0,nan,180.0,7.6,nan,1016.4,nan,nan,1990,1990-11-4, Phoenix
1.7,-11.8,36.0,0.0,nan,50.0,14.8,nan,1028.0,nan,nan,1991,1991-2-24, Richmond
20.6,13.8,65.0,nan,nan,220.0,9.4,nan,1020.9,nan,nan,1991,1991-4-7, Darlington
19.4,12.9,66.0,0.0,nan,nan,0.0,nan,1020.6,nan,nan,1991,1991-4-14, Bristol
18.3,17.8,97.0,nan,nan,nan,0.0,nan,1015.9,nan,nan,1991,1991-5-6, Talladega
27.8,20.1,63.0,0.0,nan,180.0,14.8,nan,1016.5,nan,nan,1991,1991-5-26, Charlotte
13.9,nan,nan,nan,nan,40.0,18.4,nan,nan,nan,nan,1991,1991-6-23, Michigan
28.9,22.9,70.0,nan,nan,10.0,14.8,nan,1016.7,nan,nan,1991,1991-7-28, Talladega
23.3,10.7,45.0,nan,nan,310.0,18.4,nan,1011.6,nan,nan,1991,1991-8-11, Watkins Glen
nan,nan,nan,nan,nan,270.0,14.8,nan,nan,nan,nan,1991,1991-8-18, Michigan
25.0,17.2,62.0,0.0,nan,30.0,5.4,nan,1020.5,nan,nan,1991,1991-8-24, Bristol
28.3,22.3,70.0,nan,nan,200.0,9.4,nan,1014.5,nan,nan,1991,1991-9-1, Darlington
21.7,20.0,90.0,0.0,nan,300.0,3.6,nan,1021.3,nan,nan,1991,1991-9-7, Richmond
23.9,20.6,82.0,0.0,nan,170.0,14.8,nan,1012.5,nan,nan,1991,1991-10-6, Charlotte
23.9,1.5,23.0,0.0,nan,220.0,11.2,nan,1016.8,nan,nan,1991,1991-11-3, Phoenix
13.3,10.7,84.0,0.0,nan,240.0,0.0,nan,1008.5,nan,nan,1992,1992-3-8, Richmond
6.7,0.6,65.0,nan,nan,270.0,5.4,nan,1020.9,nan,nan,1992,1992-3-29, Darlington
5.6,-1.1,62.0,0.0,nan,320.0,27.7,nan,1009.4,nan,nan,1992,1992-4-5, Bristol
25.0,14.5,52.0,nan,nan,240.0,14.8,nan,1016.9,nan,nan,1992,1992-5-3, Talladega
29.4,5.5,22.0,0.0,nan,90.0,5.4,nan,1013.9,nan,nan,1992,1992-5-24, Charlotte
11.7,6.2,69.0,nan,nan,40.0,13.0,nan,nan,nan,nan,1992,1992-6-21, Michigan
30.0,22.2,63.0,nan,nan,230.0,9.0,nan,1018.8,nan,nan,1992,1992-7-26, Talladega
21.1,18.3,84.0,nan,nan,230.0,9.0,nan,1016.1,nan,nan,1992,1992-8-9, Watkins Glen
18.3,nan,nan,nan,nan,40.0,9.0,nan,nan,nan,nan,1992,1992-8-16, Michigan
19.4,12.2,63.0,0.0,nan,290.0,20.5,nan,1012.9,nan,nan,1992,1992-8-29, Bristol
22.7,21.7,94.0,nan,nan,110.0,7.2,nan,1024.1,nan,nan,1992,1992-9-6, Darlington
18.9,11.2,61.0,0.0,nan,330.0,7.6,nan,1020.5,nan,nan,1992,1992-9-12, Richmond
18.3,8.3,52.0,0.0,nan,220.0,9.4,nan,1015.9,nan,nan,1992,1992-10-11, Charlotte
26.1,6.7,29.0,0.0,nan,220.0,18.7,nan,1011.3,nan,nan,1992,1992-11-1, Phoenix
5.0,-4.6,50.0,0.0,nan,300.0,0.0,nan,1014.9,nan,nan,1993,1993-3-7, Richmond
16.1,10.4,69.0,nan,nan,240.0,18.4,nan,1009.0,nan,nan,1993,1993-3-28, Darlington
10.0,-4.4,36.0,0.0,nan,nan,0.0,nan,1021.2,nan,nan,1993,1993-4-4, Bristol
21.6,13.8,61.0,nan,nan,110.0,9.0,nan,1016.0,nan,nan,1993,1993-5-2, Talladega
26.7,17.8,58.0,0.0,nan,310.0,16.6,nan,1015.9,nan,nan,1993,1993-5-30, Charlotte
22.2,21.5,96.0,nan,nan,nan,0.0,nan,nan,nan,nan,1993,1993-6-20, Michigan
31.1,15.5,39.0,0.0,nan,290.0,20.5,nan,1008.6,nan,nan,1993,1993-7-11, New Hampshire
32.7,22.2,54.0,nan,nan,nan,0.0,nan,1015.7,nan,nan,1993,1993-7-25, Talladega
21.1,11.1,53.0,nan,nan,330.0,13.0,nan,1019.1,nan,nan,1993,1993-8-8, Watkins Glen
21.7,19.4,87.0,0.0,nan,nan,0.0,nan,1019.0,nan,nan,1993,1993-8-28, Bristol
27.2,23.9,82.0,nan,nan,290.0,7.2,nan,1011.2,nan,nan,1993,1993-9-5, Darlington
22.8,8.9,41.0,0.0,nan,300.0,5.4,nan,1008.9,nan,nan,1993,1993-9-11, Richmond
24.4,13.9,52.0,0.0,nan,210.0,13.0,nan,1009.5,nan,nan,1993,1993-10-10, Charlotte
24.4,-12.0,8.0,0.0,nan,120.0,9.0,nan,1017.7,nan,nan,1993,1993-10-31, Phoenix
7.8,-4.3,42.0,0.0,nan,330.0,11.2,nan,1016.0,nan,nan,1994,1994-3-6, Richmond
17.7,11.0,65.0,nan,nan,140.0,14.8,nan,1018.9,nan,nan,1994,1994-3-27, Darlington
18.9,8.8,52.0,0.0,nan,200.0,14.8,nan,1020.1,nan,nan,1994,1994-4-10, Bristol
22.7,17.6,73.0,nan,nan,240.0,14.8,nan,1016.1,nan,nan,1994,1994-5-1, Talladega
23.3,11.0,46.0,0.0,nan,140.0,7.6,nan,1019.0,nan,nan,1994,1994-5-29, Charlotte
32.7,19.9,47.0,nan,nan,310.0,9.0,nan,nan,nan,nan,1994,1994-6-19, Michigan
22.8,21.1,90.0,0.0,nan,110.0,5.4,nan,1012.8,nan,nan,1994,1994-7-10, New Hampshire
28.8,22.8,70.0,nan,nan,190.0,5.4,nan,1014.4,nan,nan,1994,1994-7-24, Talladega
20.0,8.3,47.0,0.0,nan,30.0,13.0,nan,1021.8,nan,nan,1994,1994-8-6, Indianapolis
23.3,20.4,84.0,nan,nan,210.0,14.8,nan,1012.3,nan,nan,1994,1994-8-14, Watkins Glen
20.5,18.3,87.0,nan,nan,240.0,13.0,nan,nan,nan,nan,1994,1994-8-21, Michigan
25.0,19.4,71.0,0.0,nan,nan,0.0,nan,1019.7,nan,nan,1994,1994-8-27, Bristol
17.2,16.1,93.0,nan,nan,30.0,20.2,nan,1021.6,nan,nan,1994,1994-9-4, Darlington
21.7,15.1,66.0,0.0,nan,170.0,0.0,nan,1016.0,nan,nan,1994,1994-9-10, Richmond
22.8,17.3,71.0,0.0,nan,150.0,5.4,nan,1020.6,nan,nan,1994,1994-10-9, Charlotte
30.0,3.9,19.0,0.0,nan,230.0,9.0,nan,1007.2,nan,nan,1994,1994-10-30, Phoenix
4.4,0.0,73.0,0.0,nan,20.0,5.4,nan,1030.5,nan,nan,1995,1995-3-5, Richmond
16.6,-8.6,17.0,nan,nan,340.0,9.0,nan,1018.5,nan,nan,1995,1995-3-26, Darlington
10.0,-5.6,33.0,0.0,nan,260.0,14.8,nan,1012.4,nan,nan,1995,1995-4-2, Bristol
23.8,11.2,45.0,nan,nan,290.0,10.8,nan,1013.4,nan,nan,1995,1995-4-30, Talladega
20.6,18.9,90.0,0.0,nan,60.0,11.2,nan,1020.0,nan,nan,1995,1995-5-28, Charlotte
28.8,nan,nan,nan,nan,220.0,7.2,nan,nan,nan,nan,1995,1995-6-18, Michigan
22.2,19.0,82.0,0.0,nan,nan,0.0,nan,1008.7,nan,nan,1995,1995-7-9, New Hampshire
32.7,23.9,60.0,nan,nan,190.0,9.0,nan,1012.6,nan,nan,1995,1995-7-23, Talladega
23.9,23.2,96.0,0.8,nan,50.0,20.5,nan,1016.2,nan,nan,1995,1995-8-5, Indianapolis
26.6,20.0,67.0,nan,nan,320.0,10.8,nan,1009.6,nan,nan,1995,1995-8-13, Watkins Glen
28.9,18.4,53.0,0.0,nan,120.0,9.4,nan,1013.9,nan,nan,1995,1995-8-26, Bristol
24.4,16.1,60.0,nan,nan,20.0,10.8,nan,1013.8,nan,nan,1995,1995-9-3, Darlington
27.8,17.3,53.0,0.0,nan,120.0,16.6,nan,1013.2,nan,nan,1995,1995-9-9, Richmond
21.1,13.8,63.0,0.0,nan,220.0,7.6,nan,1013.1,nan,nan,1995,1995-10-8, Charlotte
29.4,-0.9,14.0,0.0,nan,260.0,5.4,nan,1006.7,nan,nan,1995,1995-10-29, Phoenix
3.3,0.5,82.0,0.0,nan,90.0,11.2,nan,1008.6,nan,nan,1996,1996-3-3, Richmond
13.3,-12.0,16.0,nan,nan,290.0,5.4,nan,1021.6,nan,nan,1996,1996-3-24, Darlington
13.9,6.7,62.0,0.0,nan,160.0,13.0,nan,1014.4,nan,nan,1996,1996-3-31, Bristol
21.1,10.6,51.0,nan,nan,nan,0.0,nan,1017.6,nan,nan,1996,1996-4-28, Talladega
26.7,19.3,64.0,0.0,nan,90.0,11.2,nan,1015.9,nan,nan,1996,1996-5-26, Charlotte
21.6,12.2,55.0,nan,nan,310.0,18.4,nan,nan,nan,nan,1996,1996-6-23, Michigan
18.3,17.8,97.0,0.0,nan,50.0,18.7,nan,999.9,nan,nan,1996,1996-7-14, New Hampshire
21.0,20.0,94.0,nan,nan,nan,7.6,nan,1022.9,nan,nan,1996,1996-7-28, Talladega
25.0,15.6,56.0,0.0,nan,330.0,13.0,nan,1015.4,nan,nan,1996,1996-8-3, Indianapolis
19.0,11.1,60.0,nan,nan,360.0,9.4,nan,1020.5,nan,nan,1996,1996-8-11, Watkins Glen
25.6,18.3,64.0,0.0,nan,nan,0.0,nan,1019.7,nan,nan,1996,1996-8-24, Bristol
24.0,18.0,69.0,nan,nan,40.0,11.2,nan,nan,nan,nan,1996,1996-9-1, Darlington
27.2,22.2,74.0,0.0,nan,160.0,27.7,nan,1004.7,nan,nan,1996,1996-9-7, Richmond
14.2,6.3,59.0,0.0,nan,20.0,5.4,nan,1031.0,nan,nan,1996,1996-10-6, Charlotte
17.0,1.8,36.0,0.0,nan,40.0,29.5,nan,1007.6,nan,nan,1996,1996-10-27, Phoenix
11.1,10.0,93.0,0.0,nan,190.0,13.0,nan,1018.4,nan,nan,1997,1997-3-2, Richmond
23.0,1.9,25.0,nan,nan,350.0,18.4,nan,nan,nan,nan,1997,1997-3-23, Darlington
22.8,9.6,43.0,0.0,nan,210.0,33.5,nan,1003.9,nan,nan,1997,1997-4-6, Texas
16.7,15.1,90.0,0.0,nan,nan,0.0,nan,1005.3,nan,nan,1997,1997-4-13, Bristol
22.0,8.8,43.0,nan,nan,320.0,9.4,nan,1017.5,nan,nan,1997,1997-5-10, Talladega
25.4,15.1,53.0,0.0,nan,180.0,14.8,nan,1016.7,nan,nan,1997,1997-5-25, Charlotte
28.0,12.0,37.0,nan,nan,300.0,18.4,nan,1008.8,nan,nan,1997,1997-6-22, California (Auto Club)
26.1,13.9,47.0,0.0,nan,360.0,5.4,nan,1014.0,nan,nan,1997,1997-7-13, New Hampshire
27.2,16.8,53.0,0.0,nan,220.0,11.2,nan,1019.5,nan,nan,1997,1997-8-2, Indianapolis
27.0,14.1,45.0,nan,nan,270.0,7.6,nan,1019.6,nan,nan,1997,1997-8-10, Watkins Glen
19.4,9.3,52.0,0.0,nan,340.0,14.8,nan,1016.2,nan,nan,1997,1997-8-23, Bristol
24.0,24.0,100.0,nan,nan,50.0,13.0,nan,nan,nan,nan,1997,1997-8-31, Darlington
18.9,13.1,69.0,0.0,nan,280.0,9.4,nan,1019.0,nan,nan,1997,1997-9-6, Richmond
18.9,15.6,81.0,0.0,nan,nan,0.0,nan,1015.7,nan,nan,1997,1997-9-14, New Hampshire
21.1,12.5,58.0,0.0,nan,150.0,5.4,nan,1020.0,nan,nan,1997,1997-10-5, Charlotte
23.0,17.0,69.0,nan,nan,110.0,5.4,nan,1020.6,nan,nan,1997,1997-10-12, Talladega
31.0,2.2,16.0,0.0,nan,190.0,14.8,nan,1012.2,nan,nan,1997,1997-11-2, Phoenix
12.2,-6.3,27.0,0.0,nan,nan,7.6,nan,1023.5,nan,nan,1998,1998-3-1, Las Vegas
9.0,4.0,71.0,nan,nan,nan,0.0,nan,nan,nan,nan,1998,1998-3-22, Darlington
21.7,9.9,47.0,0.0,nan,270.0,22.3,nan,1014.9,nan,nan,1998,1998-3-29, Bristol
15.0,6.0,55.0,0.0,nan,360.0,18.7,nan,1015.3,nan,nan,1998,1998-4-5, Texas
22.0,9.8,46.0,nan,nan,180.0,7.6,nan,1017.6,nan,nan,1998,1998-4-26, Talladega
22.0,12.0,53.0,nan,nan,280.0,18.4,nan,1011.9,nan,nan,1998,1998-5-3, California (Auto Club)
28.8,19.4,57.0,0.0,nan,240.0,13.0,nan,1012.5,nan,nan,1998,1998-5-24, Charlotte
15.6,11.8,78.0,1.5,nan,360.0,14.8,nan,1009.7,nan,nan,1998,1998-6-6, Richmond
20.0,10.7,55.0,0.0,nan,340.0,22.3,nan,1010.1,nan,nan,1998,1998-7-12, New Hampshire
26.1,13.2,45.0,0.0,nan,50.0,13.0,nan,1021.8,nan,nan,1998,1998-8-1, Indianapolis
26.0,16.0,54.0,nan,nan,160.0,9.4,nan,1024.1,nan,nan,1998,1998-8-9, Watkins Glen
24.4,16.6,62.0,0.0,nan,nan,0.0,nan,1021.6,nan,nan,1998,1998-8-22, Bristol
20.6,17.8,84.0,nan,nan,160.0,11.2,nan,1010.2,nan,nan,1998,1998-8-30, New Hampshire
30.0,21.9,62.0,nan,nan,nan,0.0,nan,nan,nan,nan,1998,1998-9-6, Darlington
21.7,15.5,68.0,0.0,nan,280.0,7.6,nan,1014.3,nan,nan,1998,1998-9-12, Richmond
20.0,11.2,57.0,0.0,nan,160.0,11.2,nan,1019.1,nan,nan,1998,1998-10-4, Charlotte
18.0,12.0,68.0,nan,nan,nan,0.0,nan,1017.4,nan,nan,1998,1998-10-11, Talladega
29.0,11.1,33.0,0.0,nan,180.0,5.4,nan,1012.2,nan,nan,1998,1998-10-25, Phoenix
22.8,-10.4,10.0,0.0,nan,200.0,31.7,nan,1003.8,nan,nan,1999,1999-3-7, Las Vegas
18.0,4.9,42.0,nan,nan,130.0,18.4,nan,nan,nan,nan,1999,1999-3-21, Darlington
13.3,7.7,69.0,0.5,nan,30.0,7.6,nan,1016.3,nan,nan,1999,1999-3-28, Texas
22.8,7.4,37.0,0.0,nan,nan,0.0,nan,1010.6,nan,nan,1999,1999-4-11, Bristol
20.6,19.9,96.0,nan,nan,nan,0.0,nan,1017.9,nan,nan,1999,1999-4-25, Talladega
20.0,8.0,46.0,nan,nan,320.0,16.6,nan,1015.9,nan,nan,1999,1999-5-2, California (Auto Club)
15.6,4.3,47.0,0.0,nan,90.0,22.3,nan,1022.6,nan,nan,1999,1999-5-15, Richmond
25.6,12.1,43.0,0.0,nan,190.0,5.4,nan,1021.1,nan,nan,1999,1999-5-30, Charlotte
24.0,19.1,74.0,nan,nan,160.0,27.7,nan,nan,nan,nan,1999,1999-6-13, Michigan
18.9,10.7,59.0,0.0,nan,330.0,24.1,nan,1009.6,nan,nan,1999,1999-7-11, New Hampshire
26.7,15.1,49.0,0.0,nan,290.0,13.0,nan,1015.3,nan,nan,1999,1999-8-7, Indianapolis
17.0,16.0,94.0,nan,nan,10.0,16.6,nan,1014.2,nan,nan,1999,1999-8-15, Watkins Glen
25.0,18.9,69.0,0.0,nan,nan,0.0,nan,1013.9,nan,nan,1999,1999-8-28, Bristol
24.4,20.5,79.0,nan,nan,290.0,7.6,nan,1007.7,nan,nan,1999,1999-9-5, Darlington
21.0,18.0,83.0,0.0,nan,280.0,11.2,nan,1009.7,nan,nan,1999,1999-9-11, Richmond
12.8,4.0,55.0,0.0,nan,20.0,9.4,nan,1017.9,nan,nan,1999,1999-9-19, New Hampshire
18.9,18.9,100.0,3.3,nan,170.0,5.4,nan,1018.7,nan,nan,1999,1999-10-11, Charlotte
22.8,16.6,68.0,nan,nan,40.0,5.4,nan,1014.7,nan,nan,1999,1999-10-17, Talladega
31.1,2.3,16.0,0.0,nan,290.0,7.6,nan,1013.8,nan,nan,1999,1999-11-7, Phoenix
23.0,19.0,78.0,nan,nan,40.0,16.6,nan,1016.7,nan,nan,1999,1999-11-14, Homestead
19.4,2.7,33.0,0.0,nan,220.0,9.4,nan,1004.7,nan,nan,2000,2000-3-5, Las Vegas
8.3,0.0,56.0,nan,nan,80.0,11.2,nan,1029.5,nan,nan,2000,2000-3-19, Darlington
16.1,9.3,64.0,0.0,nan,20.0,5.4,nan,1015.0,nan,nan,2000,2000-3-26, Bristol
13.9,12.1,89.0,0.5,nan,360.0,20.5,nan,1011.7,nan,nan,2000,2000-4-2, Texas
19.4,13.3,68.0,0.0,nan,290.0,5.4,nan,1016.5,nan,nan,2000,2000-4-16, Talladega
23.0,19.0,78.0,0.0,nan,220.0,5.4,nan,1019.2,nan,nan,2000,2000-5-6, Richmond
29.4,20.0,57.0,0.0,nan,210.0,7.6,nan,1010.0,nan,nan,2000,2000-5-28, Charlotte
22.0,15.1,65.0,nan,nan,200.0,29.5,nan,1014.7,nan,nan,2000,2000-6-25, Sonoma
21.7,8.2,42.0,0.0,nan,10.0,9.4,nan,1016.0,nan,nan,2000,2000-7-9, New Hampshire
23.9,14.9,57.0,0.0,nan,30.0,14.8,nan,1018.1,nan,nan,2000,2000-8-5, Indianapolis
17.0,9.9,63.0,nan,nan,30.0,11.2,nan,nan,nan,nan,2000,2000-8-20, Michigan
22.8,19.0,79.0,nan,nan,nan,0.0,nan,1015.9,nan,nan,2000,2000-8-26, Bristol
25.6,23.3,87.0,nan,nan,nan,0.0,nan,1012.2,nan,nan,2000,2000-9-3, Darlington
22.0,18.0,78.0,0.0,nan,250.0,9.4,nan,1020.0,nan,nan,2000,2000-9-9, Richmond
11.7,4.9,63.0,0.0,nan,230.0,5.4,nan,1010.0,nan,nan,2000,2000-9-17, New Hampshire
15.0,8.2,64.0,0.0,nan,350.0,11.2,nan,1020.9,nan,nan,2000,2000-10-8, Charlotte
15.0,10.6,75.0,0.0,nan,nan,0.0,nan,1022.5,nan,nan,2000,2000-10-15, Talladega
17.8,11.1,65.0,0.0,nan,230.0,11.2,nan,1011.7,nan,nan,2000,2000-11-5, Phoenix
15.0,-3.4,28.0,0.0,nan,nan,0.0,nan,1012.0,nan,nan,2001,2001-3-4, Las Vegas
17.2,6.7,50.0,nan,nan,340.0,5.4,nan,1015.6,nan,nan,2001,2001-3-18, Darlington
10.0,3.3,63.0,0.0,nan,330.0,14.8,nan,1016.4,nan,nan,2001,2001-3-25, Bristol
20.0,11.7,59.0,0.0,nan,330.0,22.3,nan,1014.6,nan,nan,2001,2001-4-1, Texas
23.9,10.6,43.0,0.0,nan,200.0,7.6,nan,1026.2,nan,nan,2001,2001-4-22, Talladega
26.0,17.1,58.0,0.0,nan,200.0,7.6,nan,1017.2,nan,nan,2001,2001-5-5, Richmond
21.1,10.0,49.0,0.0,nan,190.0,7.6,nan,1012.4,nan,nan,2001,2001-5-27, Charlotte
22.8,8.9,41.0,nan,nan,270.0,9.4,nan,nan,nan,nan,2001,2001-6-10, Michigan
22.2,12.2,53.0,nan,nan,190.0,27.7,nan,1012.7,nan,nan,2001,2001-6-24, Sonoma
25.6,15.0,52.0,0.0,nan,200.0,9.4,nan,1014.1,nan,nan,2001,2001-7-22, New Hampshire
29.4,19.4,55.0,0.0,nan,20.0,14.8,nan,1015.3,nan,nan,2001,2001-8-5, Indianapolis
17.8,17.2,96.0,2.8,nan,30.0,5.4,nan,1010.4,nan,nan,2001,2001-8-19, Michigan
25.6,19.5,69.0,0.0,nan,nan,0.0,nan,1017.1,nan,nan,2001,2001-8-25, Bristol
25.0,21.7,82.0,nan,nan,230.0,7.6,nan,1013.3,nan,nan,2001,2001-9-2, Darlington
23.9,19.0,74.0,0.0,nan,140.0,14.8,nan,1018.6,nan,nan,2001,2001-9-8, Richmond
18.3,12.3,68.0,0.0,nan,80.0,13.0,nan,1024.5,nan,nan,2001,2001-9-30, Kansas
14.4,3.8,49.0,0.0,nan,10.0,24.1,nan,1017.1,nan,nan,2001,2001-10-7, Charlotte
17.2,14.5,84.0,0.0,nan,nan,0.0,nan,1019.8,nan,nan,2001,2001-10-21, Talladega
35.0,9.4,21.0,0.0,nan,nan,0.0,nan,1010.2,nan,nan,2001,2001-10-28, Phoenix
2.2,-2.1,73.0,0.0,nan,nan,0.0,nan,1021.7,nan,nan,2001,2001-11-23, New Hampshire
10.6,-15.8,14.0,0.0,nan,10.0,14.8,nan,1024.9,nan,nan,2002,2002-3-3, Las Vegas
25.0,16.7,60.0,nan,nan,230.0,11.2,nan,1016.5,nan,nan,2002,2002-3-17, Darlington
6.7,-10.6,28.0,0.0,nan,240.0,13.0,nan,1020.5,nan,nan,2002,2002-3-24, Bristol
19.4,18.9,97.0,9.9,nan,210.0,29.5,nan,1003.8,nan,nan,2002,2002-4-8, Texas
27.2,18.2,58.0,0.0,nan,240.0,7.6,nan,1013.5,nan,nan,2002,2002-4-21, Talladega
11.1,9.4,89.0,0.5,nan,350.0,5.4,nan,1025.7,nan,nan,2002,2002-5-5, Richmond
26.1,14.6,49.0,0.0,nan,200.0,5.4,nan,1016.5,nan,nan,2002,2002-5-26, Charlotte
18.9,9.9,56.0,nan,nan,290.0,13.0,nan,1004.6,nan,nan,2002,2002-6-16, Michigan
20.0,12.7,63.0,nan,nan,200.0,24.1,nan,1014.8,nan,nan,2002,2002-6-23, Sonoma
21.7,17.3,76.0,0.0,nan,150.0,14.8,nan,1016.7,nan,nan,2002,2002-7-21, New Hampshire
32.2,22.9,58.0,0.0,nan,330.0,9.4,nan,1019.2,nan,nan,2002,2002-8-4, Indianapolis
26.1,22.2,79.0,nan,nan,240.0,14.8,nan,1010.4,nan,nan,2002,2002-8-18, Michigan
29.4,21.6,63.0,0.0,nan,210.0,5.4,nan,1013.9,nan,nan,2002,2002-8-24, Bristol
21.7,21.0,96.0,0.5,nan,20.0,14.8,nan,1022.8,nan,nan,2002,2002-9-1, Darlington
23.3,12.9,52.0,0.0,nan,120.0,5.4,nan,1021.5,nan,nan,2002,2002-9-7, Richmond
18.9,15.6,81.0,0.0,nan,nan,0.0,nan,1020.2,nan,nan,2002,2002-9-15, New Hampshire
27.8,15.5,47.0,0.0,nan,170.0,16.6,nan,1012.2,nan,nan,2002,2002-9-29, Kansas
25.0,24.3,96.0,0.0,nan,nan,0.0,nan,1017.4,nan,nan,2002,2002-10-6, Talladega
22.2,19.0,82.0,0.0,nan,200.0,5.4,nan,1018.7,nan,nan,2002,2002-10-13, Charlotte
27.2,9.5,33.0,0.0,nan,230.0,22.3,nan,nan,nan,nan,2002,2002-11-10, Phoenix
10.0,0.0,50.0,nan,nan,nan,0.0,nan,1012.2,nan,nan,2003,2003-3-2, Las Vegas
11.1,11.1,100.0,4.1,nan,50.0,18.7,nan,1015.0,nan,nan,2003,2003-3-16, Darlington
12.8,2.9,51.0,0.0,nan,220.0,14.8,nan,1014.3,nan,nan,2003,2003-3-23, Bristol
11.7,-8.8,23.0,0.0,nan,330.0,29.5,nan,1027.8,nan,nan,2003,2003-3-30, Texas
23.3,11.0,46.0,0.0,nan,nan,0.0,nan,1015.6,nan,nan,2003,2003-4-6, Talladega
24.4,15.1,56.0,0.0,nan,280.0,7.6,nan,1006.0,nan,nan,2003,2003-5-3, Richmond
19.4,18.9,97.0,nan,nan,nan,0.0,nan,1012.9,nan,nan,2003,2003-5-25, Charlotte
23.9,13.4,52.0,nan,nan,20.0,13.0,nan,1015.0,nan,nan,2003,2003-6-15, Michigan
23.9,12.2,48.0,nan,nan,200.0,25.9,nan,1009.4,nan,nan,2003,2003-6-22, Sonoma
22.8,13.8,57.0,0.0,nan,nan,0.0,nan,1013.8,nan,nan,2003,2003-7-20, New Hampshire
23.9,19.0,74.0,0.0,nan,280.0,11.2,nan,1013.7,nan,nan,2003,2003-8-3, Indianapolis
21.1,19.9,93.0,nan,nan,320.0,9.4,nan,1013.3,nan,nan,2003,2003-8-17, Michigan
23.3,18.8,76.0,0.0,nan,220.0,5.4,nan,1015.1,nan,nan,2003,2003-8-23, Bristol
28.9,23.3,72.0,nan,nan,170.0,14.8,nan,1020.6,nan,nan,2003,2003-8-31, Darlington
19.0,14.1,73.0,0.0,nan,320.0,13.0,nan,1017.8,nan,nan,2003,2003-9-6, Richmond
18.9,16.7,87.0,0.0,nan,170.0,5.4,nan,1028.2,nan,nan,2003,2003-9-14, New Hampshire
21.7,20.0,90.0,0.0,nan,60.0,5.4,nan,1009.9,nan,nan,2003,2003-9-28, Talladega
17.8,11.6,67.0,0.0,nan,200.0,13.0,nan,1015.6,nan,nan,2003,2003-10-5, Kansas
16.7,16.1,96.0,0.0,nan,350.0,11.2,nan,1016.3,nan,nan,2003,2003-10-11, Charlotte
18.3,9.9,58.0,nan,nan,220.0,7.6,nan,1011.5,nan,nan,2003,2003-11-2, Phoenix
21.7,2.4,28.0,0.0,nan,80.0,20.5,nan,1022.6,nan,nan,2004,2004-3-7, Las Vegas
17.2,11.0,67.0,nan,nan,180.0,18.7,nan,1022.3,nan,nan,2004,2004-3-21, Darlington
16.7,11.2,70.0,nan,nan,60.0,5.4,nan,1023.8,nan,nan,2004,2004-3-28, Bristol
22.2,3.8,30.0,0.0,nan,20.0,20.5,nan,1016.8,nan,nan,2004,2004-4-4, Texas
26.7,12.7,42.0,0.0,nan,210.0,7.6,nan,1017.0,nan,nan,2004,2004-4-25, Talladega
26.0,21.0,74.0,0.0,nan,200.0,14.8,nan,1020.1,nan,nan,2004,2004-5-15, Richmond
26.7,16.0,52.0,0.0,nan,190.0,7.6,nan,1013.5,nan,nan,2004,2004-5-30, Charlotte
17.2,5.2,45.0,nan,nan,360.0,13.0,nan,1022.1,nan,nan,2004,2004-6-20, Michigan
27.8,10.9,35.0,nan,nan,260.0,22.3,nan,1011.9,nan,nan,2004,2004-6-27, Sonoma
20.0,16.0,78.0,0.0,nan,nan,0.0,nan,1025.1,nan,nan,2004,2004-7-25, New Hampshire
21.1,13.3,61.0,0.0,nan,240.0,7.6,nan,1018.1,nan,nan,2004,2004-8-8, Indianapolis
19.0,17.0,88.0,nan,nan,nan,0.0,nan,1022.0,nan,nan,2004,2004-8-15, Watkins Glen
18.0,11.1,64.0,nan,nan,nan,0.0,nan,1017.1,nan,nan,2004,2004-8-22, Michigan
26.1,21.1,74.0,0.0,nan,nan,0.0,nan,1018.5,nan,nan,2004,2004-8-28, Bristol
22.0,21.0,94.0,0.0,nan,300.0,9.4,nan,1021.3,nan,nan,2004,2004-9-11, Richmond
11.7,9.4,86.0,0.0,nan,330.0,9.4,nan,1017.2,nan,nan,2004,2004-9-19, New Hampshire
22.2,19.4,84.0,0.0,nan,nan,0.0,nan,1021.0,nan,nan,2004,2004-10-3, Talladega
18.0,10.1,60.0,0.0,nan,60.0,11.2,nan,1019.0,nan,nan,2004,2004-10-10, Kansas
13.3,5.7,60.0,0.0,nan,nan,5.4,nan,1004.8,nan,nan,2004,2004-10-16, Charlotte
29.4,4.8,21.0,0.0,nan,120.0,20.5,nan,1011.1,nan,nan,2004,2004-11-7, Phoenix
10.6,4.9,68.0,nan,nan,50.0,18.7,nan,1030.0,nan,nan,2004,2004-11-14, Darlington
14.0,7.1,63.0,nan,nan,20.0,13.0,nan,1028.1,nan,nan,2005,2005-2-20, Daytona
18.0,8.0,52.0,nan,nan,280.0,3.6,nan,1015.1,nan,nan,2005,2005-2-27, California (Auto Club)
27.0,2.8,21.0,0.0,nan,130.0,11.2,nan,1008.0,nan,nan,2005,2005-3-13, Las Vegas
4.4,1.8,83.0,0.5,nan,280.0,25.9,nan,1005.5,nan,nan,2005,2005-4-3, Bristol
24.0,8.0,36.0,0.0,nan,150.0,14.8,nan,1022.3,nan,nan,2005,2005-4-17, Texas
29.0,-8.6,8.0,0.0,nan,240.0,5.4,nan,1012.2,nan,nan,2005,2005-4-23, Phoenix
